id,title,link,year,duration,rating_mpa,rating_imdb,vote,budget,gross_world_wide,gross_us_canada,gross_opening_weekend,director,writer,star,genre,country_origin,filming_location,production_company,language,win,nomination,oscar
tt0436689,The Puffy Chair,https://www.imdb.com/title/tt0436689,2005,1h 25m,R,6.5,53000,15000,195254,194523,26029,"Jay Duplass, Mark Duplass","Mark Duplass, Jay Duplass","Mark Duplass, Katie Aselton, Rhett Wilkins","Road Trip, Comedy, Drama, Romance",United States,,Duplass Brothers Productions,English,0,3,0
tt0428649,I Am a Sex Addict,https://www.imdb.com/title/tt0428649,2005,1h 38m,Not Rated,6,34000,,120790,115694,10691,Caveh Zahedi,Caveh Zahedi,"Caveh Zahedi, Christoff Colas, Rebecca Lord","Biography, Comedy, Romance",United States,"Paris, France",Reinventing the Wheel,"English, French, German",0,0,0
tt0376827,Pizza,https://www.imdb.com/title/tt0376827,2005,1h 20m,TV-14,5.5,11000,,5716,5716,4059,Mark Christopher,Mark Christopher,"Ethan Embry, Kylie Sparks, Julie Hagerty",Comedy,United States,"Milford, Pennsylvania, USA","InDigEnt Independent Digital Entertainment, Process Media",English,0,0,0
tt0078950,The Champ,https://www.imdb.com/title/tt0078950,1979,2h 1m,PG,6.8,95000,,30441738,30441738,1972684,Franco Zeffirelli,"Frances Marion, Walter Newman","Jon Voight, Faye Dunaway, Ricky Schroder","Boxing, Tragedy, Drama, Sport",United States,"Hialeah, Florida, USA","Hialeah Park Studios, MetroGoldwynMayer MGM","English, Spanish",0,8,1
tt0080120,The Warriors,https://www.imdb.com/title/tt0080120,1979,1h 33m,R,7.5,114000,4000000,22495288,22490039,3529675,Walter Hill,"Sol Yurick, David Shaber, Walter Hill","Michael Beck, James Remar, Dorsey Wright","Action, Crime, Thriller",United States,"96th Street IRT Subway Station, Manhattan, New York City, New York, USA",Paramount Pictures,English,0,0,0
tt0079660,Old Boyfriends,https://www.imdb.com/title/tt0079660,1979,1h 43m,R,5.8,672,,,,,Joan Tewkesbury,"Paul Schrader, Leonard Schrader, Joan Tewkesbury","Talia Shire, Richard Jordan, John Belushi","Road Trip, Drama",United States,"Graumans Chinese Theater  6925 Hollywood Blvd, Hollywood, Los Angeles, California, USA",Pressman Film,English,0,0,0
tt0081061,The Little Dragons,https://www.imdb.com/title/tt0081061,1979,1h 30m,PG,4.3,307,,,,,Curtis Hanson,"Harvey Applebaum, Louis G Atlee, Rudolph Borchert","Charles Lane, Ann Sothern, Chris Petersen","Martial Arts, Action, Comedy",United States,,Eastwind,English,0,0,0
tt0079974,Swap Meet,https://www.imdb.com/title/tt0079974,1979,1h 25m,R,3.9,168,,,,,Brice Mack,Steve Krantz,"Jon Gries, Ruth Cox, Deborah Richter",Comedy,United States,"Los Angeles, California, USA",,English,0,0,0
tt0080147,The World Is Full of Married Men,https://www.imdb.com/title/tt0080147,1979,1h 47m,R,4.3,176,,,,,Robert Young,"Jackie Collins, Terry Howard","Anthony Franciosa, Carroll Baker, Sherrie Lee Cronn","Drama, Romance",United Kingdom,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Married Men,English,0,0,0
tt0100026,A Life of Sin,https://www.imdb.com/title/tt0100026,1979,1h 52m,R,4.5,123,,,,,Efran Lpez Neris,Emilio Daz Valcrcel,"Miriam Colon, Raul Julia, Henry Darrow",Drama,"United States, Puerto Rico","Missouri, USA",,English,0,0,0
tt0077383,Family Nest,https://www.imdb.com/title/tt0077383,1979,1h 48m,,7.2,15000,,,,,Bla Tarr,Bla Tarr,"Irn Szajki, Lszl Horvth, Gbor Kun",Drama,Hungary,Hungary,Balzs Bla Stdi,Hungarian,0,0,0
tt0077167,L'anello matrimoniale,https://www.imdb.com/title/tt0077167,1979,1h 55m,,4.5,50,,,,,Mauro Ivaldi,"Augusto Caminito, Mauro Ivaldi, Jos Luis Martnez Moll","Carmen Villani, Amparo Muoz, Ray Lovelock",Comedy,"Italy, Spain","Piazza Navona, Rome, Lazio, Italy","Jos Frade Producciones Cinematogrficas SA, New Movie Production",Italian,0,0,0
tt0154145,Ninaithale Inikkum,https://www.imdb.com/title/tt0154145,1979,2h 21m,,6.7,317,,,,,K Balachander,"K Balachander, Sujatha","Kamal Haasan, Jaya Prada, Rajinikanth","Musical, Romance",India,Singapore,Premalaya Productions,"Tamil, Telugu",0,0,0
tt2109248,Transformers: Age of Extinction,https://www.imdb.com/title/tt2109248,2014,2h 45m,PG-13,5.6,338000,210000000,1105261713,245439076,100038390,Michael Bay,Ehren Kruger,"Mark Wahlberg, Nicola Peltz Beckham, Jack Reynor","Action, Adventure, SciFi","United States, China, Hong Kong","Detroit, Michigan, USA","Paramount Pictures, Hasbro, Di Bonaventura Pictures","English, Chinese",0,23,0
tt2262227,The Book of Life,https://www.imdb.com/title/tt2262227,2014,1h 35m,PG,7.2,80000,50000000,99783556,50151543,17005218,Jorge R Gutirrez,"Jorge R Gutirrez, Doug Langdale","Diego Luna, Zoe Saldana, Channing Tatum","Computer Animation, Jukebox Musical, Quest, Adventure, Animation, Comedy, Family, Fantasy, Musical, Romance","United States, Mexico",,"Twentieth Century Fox, Reel FX Creative Studios, Chatrone","English, Spanish",0,29,0
tt1872194,The Judge,https://www.imdb.com/title/tt1872194,2014,2h 21m,R,7.4,211000,50000000,84419388,47119388,13116226,David Dobkin,"Nick Schenk, Bill Dubuque, David Dobkin","Robert Downey Jr, Robert Duvall, Vera Farmiga","Legal Drama, Crime, Drama, Mystery, Thriller",United States,"Plymouth County Courthouse, Plymouth, Massachusetts, USA","Warner Bros, Big Kid Pictures, Team Downey",English,0,9,1
tt1065073,Boyhood,https://www.imdb.com/title/tt1065073,2014,2h 45m,R,7.9,373000,4000000,48137666,25352281,387618,Richard Linklater,Richard Linklater,"Ellar Coltrane, Patricia Arquette, Ethan Hawke","ComingofAge, Drama",United States,"Austin, Texas, USA","IFC Productions, Detour Filmproduction","English, Spanish, Ukrainian, Arabic",0,218,0
tt4157220,Iris,https://www.imdb.com/title/tt4157220,2014,1h 19m,PG-13,7.1,47000,,1620708,1310678,57254,Albert Maysles,,"Iris Apfel, Harold Koda, Dries Van Noten","Biography, Documentary, History",United States,,,"English, French",0,4,0
tt3313908,Women Who Flirt,https://www.imdb.com/title/tt3313908,2014,1h 37m,,5.8,945,,39156132,375495,74052,HoCheung Pang,"Fuman Luo, HoCheung Pang, Youyou Zhang","Xun Zhou, Xiaoming Huang, YiLin Sie",Comedy,China,"Shanghai, China","China Film CoProduction Corporation, Huayi Brothers Media, Making Film",Mandarin,0,0,0
tt2611026,The Hornet's Nest,https://www.imdb.com/title/tt2611026,2014,1h 33m,R,6.7,29000,,312706,312706,26550,"David Salzberg, Christian Tureaud",,"Frank Adamski, Ofren Arrechaga, Ed Bankston","Military Documentary, Action, Documentary, History, War",United States,"Kunar Province, Afghanistan","HighRoad Entertainment, BASE Productions",English,0,0,0
tt1864405,Low Down,https://www.imdb.com/title/tt1864405,2014,1h 54m,R,6.1,22000,,54051,54051,5278,Jeff Preiss,"Amy Albany, Topper Lilien","John Hawkes, Elle Fanning, Glenn Close","Biography, Drama, Music",United States,,"Bona Fide Productions, Epoch Films, Heretic Films",English,0,3,0
tt2366608,Lost River,https://www.imdb.com/title/tt2366608,2014,1h 35m,R,5.7,19000,2000000,615500,45431,20828,Ryan Gosling,Ryan Gosling,"Christina Hendricks, Iain De Caestecker, Matt Smith","Drama, Fantasy, Mystery, Thriller",United States,"Detroit, Michigan, USA","Bold Films, Marc Platt Productions, Phantasma",English,0,5,0
tt3508830,The Decent One,https://www.imdb.com/title/tt3508830,2014,1h 34m,Not Rated,6.7,730,,35282,21327,,Vanessa Lapa,"Vanessa Lapa, Ori Weisbrod","Tobias Moretti, Sophie Rois, Antonia Moretti","Documentary, Drama, History","Austria, Israel, Germany","Potsdamer Platz, Mitte, Berlin, Germany","Felix Breisach Medienwerkstatt, Realworks","English, German",0,2,0
tt1384925,Ardor,https://www.imdb.com/title/tt1384925,2014,1h 41m,R,5.2,944,,95549,18565,13726,Pablo Fendrik,Pablo Fendrik,"Gael Garca Bernal, Alice Braga, Claudio Tolcachir","Drama, Western","Mexico, Argentina, Brazil","Misiones, Argentina","Magma Cine, Bananeira Filmes, Manny Films","Spanish, English, Guarani",0,15,0
tt0070948,Zardoz,https://www.imdb.com/title/tt0070948,1974,1h 45m,R,5.8,25000,1570000,7227,,,John Boorman,John Boorman,"Sean Connery, Charlotte Rampling, Sara Kestelman","Adventure, Fantasy, SciFi","Ireland, United States","Brennanstown Riding School, Bray, County Wicklow, Ireland","John Boorman Productions, Twentieth Century Fox","English, Italian, Swedish, Latin, German, French, Irish Gaelic",0,0,1
tt0071746,Lenny,https://www.imdb.com/title/tt0071746,1974,1h 51m,R,7.5,18000,2700000,,,,Bob Fosse,Julian Barry,"Dustin Hoffman, Valerie Perrine, Jan Miner","Tragedy, Biography, Drama",United States,"Miami Beach, Florida, USA","Marvin Worth Productions, Tribe Entertainment Group",English,0,17,6
tt0072263,Ten Little Indians,https://www.imdb.com/title/tt0072263,1974,1h 38m,PG,5.7,36000,,,,,Peter Collinson,"Harry Alan Towers, Agatha Christie, Erich Krhnke","Oliver Reed, Elke Sommer, Richard Attenborough","Crime, Mystery, Thriller","Italy, West Germany, France, Spain, United Kingdom, Iran","Shah Abbas Hotel, Isfahan, Iran","Filibuster Films, COMECI, Coralta Cinematografica","English, Italian, Spanish, German, French",0,0,0
tt0123740,Country Hooker,https://www.imdb.com/title/tt0123740,1974,1h 15m,X,4.7,193,,,,,Lew Guinn,,"Rene Bond, Ric Lutze, Sandy Dempsey",Drama,United States,,Snowman Productions,English,0,0,0
tt0071155,The Apprenticeship of Duddy Kravitz,https://www.imdb.com/title/tt0071155,1974,2h,PG,6.7,28000,910000,,,,Ted Kotcheff,"Mordecai Richler, Lionel Chetwynd","Richard Dreyfuss, Micheline Lanctt, Jack Warden","Comedy, Drama",Canada,"Montral, Qubec, Canada","Astral Bellevue Path, International Cinemedia Center, United Welco","Hebrew, Yiddish, English",0,3,1
tt0070116,Successive Slidings of Pleasure,https://www.imdb.com/title/tt0070116,1974,1h 45m,Not Rated,6.2,15000,,,,,Alain RobbeGrillet,Alain RobbeGrillet,"Anice Alvina, Olga GeorgesPicot, Michael Lonsdale","Fantasy, Horror, Thriller",France,,"Cosefa, SNETC",French,0,0,0
tt0071631,How to Seduce a Woman,https://www.imdb.com/title/tt0071631,1974,1h 50m,R,4.7,75,,,103400,,Charles Martin,Charles Martin,"Angus Duncan, Angel Tompkins, Heidi Brhl",Comedy,United States,,Forward,English,0,0,0
tt0072241,"Electra, My Love",https://www.imdb.com/title/tt0072241,1974,1h 10m,,7,11000,,,,,Mikls Jancs,"Gyula Herndi, Lszl Gyurk","Mari Trcsik, Gyrgy Cserhalmi, Jzsef Madaras","Tragedy, Drama",Hungary,,Hunnia Filmstdi,Hungarian,0,0,0
tt0070522,Violent Blood Bath,https://www.imdb.com/title/tt0070522,1974,1h 32m,,5.4,283,,,,,Jorge Grau,"Jorge Grau, Juan Tbar, Guy de Maupassant","Fernando Rey, Marisa Mell, Espartaco Santoni","Crime, Drama, Horror, Mystery, Thriller","Spain, Italy","El Grove, Pontevedra, Galicia, Spain",Emaus Films SA,Spanish,0,0,0
tt0072130,The Second Coming of Suzanne,https://www.imdb.com/title/tt0072130,1974,1h 30m,R,4.7,792,,,,,Michael Barry,Michael Barry,"Sondra Locke, Paul Sand, Jared Martin",Drama,United States,"San Francisco, California, USA",Barry Films,English,0,0,0
tt0072085,Challenge to White Fang,https://www.imdb.com/title/tt0072085,1974,1h 29m,PG,5.6,514,,,,,Lucio Fulci,"Alberto Silvestri, Roberto Gianviti, Lucio Fulci","Franco Nero, Virna Lisi, John Steiner","Spaghetti Western, Adventure, Western","Italy, West Germany, France","Northwest Territories, Canada","Coralta Cinematografica, LCJ Editions  Productions, TerraFilmkunst",Italian,0,0,0
tt0149261,Deep Blue Sea,https://www.imdb.com/title/tt0149261,1999,1h 45m,R,5.9,146000,60000000,164648231,73648142,19107643,Renny Harlin,"Duncan Kennedy, Donna Powers, Wayne Powers","Thomas Jane, Saffron Burrows, Samuel L Jackson","Action, Adventure, SciFi, Thriller","United States, Mexico","Fox Baja Studios, Rosarito, Baja California Norte, Mexico","Warner Bros, Village Roadshow Pictures, Groucho III Film Partnership","English, Spanish",0,4,0
tt0120775,One Man's Hero,https://www.imdb.com/title/tt0120775,1999,2h 1m,R,6,14000,11350000,240067,240067,108567,Lance Hool,Milton S Gelman,"Tom Berenger, Joaquim de Almeida, Daniela Romo","Action, Drama, History, Romance, War, Western","Mexico, Spain, United States","Sierra de Organos, Sombrerete, Zacatecas, Mexico",Silver Lion Films,"English, Spanish",0,0,0
tt0196635,International Khiladi,https://www.imdb.com/title/tt0196635,1999,2h 55m,Not Rated,4.8,25000,,47238,47238,47238,Umesh Mehra,"Umesh Mehra, Ved Prakash Sharma","Akshay Kumar, Twinkle Khanna, Rajat Bedi","Action, Crime, Drama, Romance, Thriller",India,"Toronto, Ontario, Canada","DMS Films, Time Films",Hindi,0,0,0
tt0164877,"Sexo, pudor y lágrimas",https://www.imdb.com/title/tt0164877,1999,1h 49m,R,6.5,32000,,,,,Antonio Serrano,Antonio Serrano,"Demin Bichir, Susana Zabaleta, Vctor Huggo Martin","Comedy, Drama",Mexico,"237 Hegel, Polanco, Mexico City, Mexico","Argos Comunicacin, Fondo para la Produccin Cinematogrfica de Calidad FOPROCINE, Instituto Mexicano de Cinematografa IMCINE",Spanish,0,8,0
tt0151239,Kolobos,https://www.imdb.com/title/tt0151239,1999,1h 27m,R,5.1,27000,,,,,"Daniel Liatowitsch, David Todd Ocvirk","Nne Ebong, Daniel Liatowitsch, David Todd Ocvirk","Amy Weber, Donny Terranova, Nichole Pelerine","Slasher Horror, Horror, Mystery, Thriller",United States,"Omaha, Nebraska, USA",Armitage Pictures,English,0,0,0
tt0194378,Silvia Prieto,https://www.imdb.com/title/tt0194378,1999,1h 32m,R,6.8,18000,,,,,Martn Rejtman,Martn Rejtman,"Rosario Blfari, Valeria Bertuccelli, Vicentico","Comedy, Drama",Argentina,"Buenos Aires, Federal District, Argentina",RM Films,Spanish,0,3,0
tt0074533,The First Nudie Musical,https://www.imdb.com/title/tt0074533,1976,1h 37m,R,5.4,977,200000,,,,"Mark Haggard, Bruce Kimmel",Bruce Kimmel,"Stephen Nathan, Cindy Williams, Bruce Kimmel","Comedy, Musical",United States,"Raleigh Studios  5300 Melrose Avenue, Hollywood, Los Angeles, California, USA",The First Musical Company,English,0,0,0
tt0074094,Adventures of a Taxi Driver,https://www.imdb.com/title/tt0074094,1976,1h 29m,,4.4,923,,,,,Stanley A Long,"Suzanne Mercer, Stanley A Long","Barry Evans, Judy Geeson, Adrienne Posta","Dark Comedy, Comedy, Crime",United Kingdom,"Westbourne Grove, Notting Hill, London, England, UK",Salon Productions,English,0,0,0
tt0074995,Ode to Billy Joe,https://www.imdb.com/title/tt0074995,1976,1h 46m,PG,6.6,23000,,,,,Max Baer Jr,"Bobbie Gentry, Herman Raucher","Robby Benson, Glynnis OConnor, Joan Hotchkis",Drama,United States,"Tallahatchie County, Mississippi, USA",Warner Bros,English,0,0,0
tt0075143,The Message,https://www.imdb.com/title/tt0075143,1976,3h 27m,PG,8.9,11000,,,,,Moustapha Akkad,"HAL Craig, Tewfik ElHakim, AB Rahman ElSharkawi","Abdallah Gheith, Mona Wassef, Hamdy Gheith","Action Epic, Historical Epic, Sword  Sandal, Action, Adventure, Biography, Drama, History, Thriller, War",Libya,Morocco,Filmco International Productions,Arabic,0,0,0
tt0124361,Deep Jaws,https://www.imdb.com/title/tt0124361,1976,1h 29m,Unrated,4.6,224,,,,,Perry Dell,"Walt Davis, Charles Teitel, Manuel Conde","Sandy Carey, Byron Clark, Michael Darrin",Comedy,United States,"Los Angeles, California, USA",TFCI,English,0,0,0
tt0075263,St. Ives,https://www.imdb.com/title/tt0075263,1976,1h 34m,PG,6.2,29000,1500000,,,,J Lee Thompson,"Ross Thomas, Barry Beckerman","Charles Bronson, Jacqueline Bisset, John Houseman","Action, Crime, Drama, Mystery, Thriller",United States,"Downtown, Los Angeles, California, USA",Warner Bros,English,0,0,0
tt0074940,Mustang Country,https://www.imdb.com/title/tt0074940,1976,1h 19m,G,6.1,331,,,,,John C Champion,John C Champion,"Joel McCrea, Robert Fuller, Patrick Wayne","Drama, Family, Western",United States,"Banff National Park, Alberta, Canada",Universal Pictures,English,0,0,0
tt0072946,The Erotic Adventures of Robinson Crusoe,https://www.imdb.com/title/tt0072946,1976,1h 18m,R,4.7,78,,,,,"Ken Dixon, Fabio Piccioni","Dick Randall, Mark Farren, Ted Rusoff","Lawrence P Casey, Bruno Piergentili, Eva Carson","Adventure, Comedy, SciFi","United States, Italy",Corsica,"Spectacular Trading Company, Dimension Pictures, Light  Shadow Productions",English,0,0,0
tt0074880,Max Havelaar,https://www.imdb.com/title/tt0074880,1976,2h 50m,PG-13,7.1,11000,,,,,Fons Rademakers,"Gerard Soeteman, Multatuli","Peter Faber, Sacha Bulthuis, Adendu Soesilaningrat","Period Drama, Drama","Indonesia, Netherlands","Bogor, Indonesia","PT Mondial Motion Pictures, Rademakers Productie BV, Jakarta Film","Dutch, Malay",0,0,0
tt0074355,Crazy Sex,https://www.imdb.com/title/tt0074355,1976,1h 26m,,5.7,72,,,,,Han Hsiang Li,Han Hsiang Li,"Shirley Yu, Ping Chen, Hsieh Wang","Comedy, Crime",Hong Kong,,Shaw Brothers,Mandarin,0,0,0
tt0075215,Second Chance,https://www.imdb.com/title/tt0075215,1976,1h 45m,PG,6.2,306,,,,,Claude Lelouch,Claude Lelouch,"Catherine Deneuve, Anouk Aime, Charles Denner",Drama,France,"MontBlanc, Chamonix, HauteSavoie, France",Les Films 13,French,0,0,0
tt0122151,Lethal Weapon 4,https://www.imdb.com/title/tt0122151,1998,2h 7m,R,6.6,175000,140000000,285444603,130444603,34048124,Richard Donner,"Shane Black, Jonathan Lemkin, Alfred Gough","Mel Gibson, Danny Glover, Joe Pesci","Action, Crime, Thriller",United States,"I215, Las Vegas, Nevada, USA","Warner Bros, Silver Pictures, DonnerShulerDonner Productions","English, Cantonese, Mandarin, Chinese",0,11,0
tt0120780,Out of Sight,https://www.imdb.com/title/tt0120780,1998,2h 3m,R,7,102000,48000000,77745966,37562568,12020435,Steven Soderbergh,"Elmore Leonard, Scott Frank","George Clooney, Jennifer Lopez, Ving Rhames","Caper, Comedy, Crime, Drama, Romance, Thriller",United States,"Kronk Recreation Center  5555 McGraw Street, Detroit, Michigan, USA","Universal Pictures, Jersey Films","English, Spanish",0,15,2
tt0144120,Bride of Chucky,https://www.imdb.com/title/tt0144120,1998,1h 29m,R,5.6,67000,25000000,50688658,32400658,11830855,Ronny Yu,Don Mancini,"Jennifer Tilly, Brad Dourif, Katherine Heigl","Dark Comedy, Slasher Horror, Supernatural Horror, Teen Horror, Comedy, Horror, Thriller","United States, Canada","45 Parliament Street, Toronto, Ontario, Canada","Universal Pictures, Midwinter Productions Inc",English,0,7,0
tt0120609,The Big Hit,https://www.imdb.com/title/tt0120609,1998,1h 31m,R,6.1,32000,13000000,27007143,27007143,10809424,Kirk Wong,Ben Ramsey,"Mark Wahlberg, Lou Diamond Phillips, Christina Applegate","Dark Comedy, Action, Comedy, Crime, Thriller",United States,"Hamilton, Ontario, Canada","TriStar Pictures, Amen Ra Films, ZidePerry Productions",English,0,0,0
tt0120603,Beloved,https://www.imdb.com/title/tt0120603,1998,2h 52m,R,6.1,97000,80000000,22852487,22852487,8165551,Jonathan Demme,"Toni Morrison, Akosua Busia, Richard LaGravenese","Oprah Winfrey, Danny Glover, Yada Beener","Drama, History, Horror, Mystery",United States,"Old New Castle, New Castle, Delaware, USA","Touchstone Pictures, Harpo Films, Clinica Estetico","English, Haitian",0,24,1
tt0120793,A Price Above Rubies,https://www.imdb.com/title/tt0120793,1998,1h 57m,R,6.5,3000,,1130732,1130732,36063,Boaz Yakin,Boaz Yakin,"Rene Zellweger, Christopher Eccleston, Julianna Margulies","Drama, Romance","United Kingdom, United States","Bensonhurst, Brooklyn, New York City, New York, USA","Channel Four Films, GreeneStreet Films, Lawrence Bender Productions",English,0,0,0
tt0145394,A Place Called Chiapas,https://www.imdb.com/title/tt0145394,1998,1h 29m,Not Rated,7.4,408,891000,252546,252546,,Nettie Wild,"Manfred Becker, Nettie Wild","Samuel Ruiz Garca, Rafael Sebastin Guilln Vicente",Documentary,Canada,,"British Columbia Arts Council, British Columbia Film Commission, Canada Council for the Arts","English, Spanish, Tzotzil",0,3,0
tt0167925,"Late August, Early September",https://www.imdb.com/title/tt0167925,1998,1h 52m,,6.8,2000,,75622,69400,,Olivier Assayas,Olivier Assayas,"Mathieu Amalric, Virginie Ledoyen, Franois Cluzet","Drama, Romance",France,"Paris, France","Dacia Films, Cina, Canal",French,0,0,0
tt0157016,I Stand Alone,https://www.imdb.com/title/tt0157016,1998,1h 33m,Not Rated,7.3,26000,,6955,6955,6955,Gaspar No,Gaspar No,"Philippe Nahon, Blandine Lenoir, Frankie Pain","Crime, Drama, Thriller",France,France,"Canal, Les Cinmas de la Zone, Love Streams Productions",French,0,6,0
tt0138541,Judas Kiss,https://www.imdb.com/title/tt0138541,1998,1h 38m,R,6.1,43000,,,,,Sebastian Gutierrez,"Sebastian Gutierrez, Deanna Fuller","Alan Rickman, Emma Thompson, Carla Gugino","Dark Comedy, Crime, Drama, Thriller",United States,"Los Angeles, California, USA","Bandeira Entertainment, FlynnSimchowitz, Key Entertainment",English,0,0,0
tt0091042,Ferris Bueller's Day Off,https://www.imdb.com/title/tt0091042,1986,1h 43m,PG-13,7.8,398000,6000000,70738901,70136369,6275647,John Hughes,John Hughes,"Matthew Broderick, Alan Ruck, Mia Sara","Buddy Comedy, Satire, Teen Comedy, Comedy",United States,"Ben Rose Auto Museum  370 Beach Street, Highland Park, Illinois, USA",Paramount Pictures,"English, German",0,0,0
tt0091605,The Name of the Rose,https://www.imdb.com/title/tt0091605,1986,2h 10m,R,7.7,121000,30000000000,7153487,7153487,494571,JeanJacques Annaud,"Umberto Eco, Andrew Birkin, Grard Brach","Sean Connery, Christian Slater, Helmut Qualtinger","Period Drama, Whodunnit, Drama, Mystery, Thriller","West Germany, Italy, France","Kloster Eberbach, Eltville Am Rhein, Hessen, Germany","Constantin Film, Cristaldifilm, Les Films Ariane","English, Latin",0,6,0
tt0091712,Oviri,https://www.imdb.com/title/tt0091712,1986,1h 30m,R,5.9,487,,583800,583800,39712,Henning Carlsen,"Henning Carlsen, JeanClaude Carrire, Christopher Hampton","Donald Sutherland, Max von Sydow, Jean Yanne","Biography, Drama","Denmark, France",Denmark,"Camras Continentales, Dagmar Film Produktion, Danmarks Radio DR","French, English, Danish",0,0,0
tt0091544,Monster in the Closet,https://www.imdb.com/title/tt0091544,1986,1h 30m,PG,4.9,31000,,,,,Bob Dahlin,"Bob Dahlin, Peter L Bergquist","Donald Grant, Denise DuBarry, Claude Akins","Monster Horror, Parody, Comedy, Horror, SciFi",United States,"Orange, California, USA","BergquistLevy Productions, Closet Productions",English,0,0,0
tt0090763,The Corruption,https://www.imdb.com/title/tt0090763,1986,1h 22m,,5.5,671,,,,,Salvatore Samperi,"Salvatore Samperi, Alessandro Capone, Luca DAlisera","Florence Gurin, Trine Michelsen, Cyrus Elias","Drama, Romance","Italy, France","Vicenza, Veneto, Italy","Faso Film, Producteurs Associs",Italian,0,0,0
tt0092684,Body Slam,https://www.imdb.com/title/tt0092684,1986,1h 32m,PG,5.2,14000,,,14926,4520,Hal Needham,"Shel Lytton, Steve Burkow","Dirk Benedict, Tanya Roberts, Roddy Piper","Comedy, Music, Sport",United States,"San Bernardino Arena  137 S G St, San Bernardino, California, USA","Hemdale, Musifilm Productions",English,0,0,0
tt0090986,Disorder,https://www.imdb.com/title/tt0090986,1986,1h 35m,,6.2,549,,,,,Olivier Assayas,Olivier Assayas,"Wadeck Stanczak, AnnGisel Glass, Lucas Belvaux","Drama, Music",France,"London, England, UK",Forum Productions International,French,0,0,0
tt0088883,Car Trouble,https://www.imdb.com/title/tt0088883,1986,1h 33m,R,5,368,,,,,David Green,"AJ Tipping, James Whaley","Julie Walters, Ian Charleson, Vincent Riotta",Comedy,United Kingdom,UK,Double Helix Films,English,0,0,0
tt2404463,The Heat,https://www.imdb.com/title/tt2404463,2013,1h 57m,R,6.6,184000,43000000,229930771,159582188,39115043,Paul Feig,Katie Dippold,"Sandra Bullock, Michael McDonald, Melissa McCarthy","Buddy Cop, Action, Comedy, Crime","United States, United Kingdom","Boston, Massachusetts, USA","Twentieth Century Fox, Chernin Entertainment, TSG Entertainment","English, Spanish, Bulgarian",0,16,0
tt1457767,The Conjuring,https://www.imdb.com/title/tt1457767,2013,1h 52m,R,7.5,575000,20000000,320415166,137446368,41855326,James Wan,"Chad Hayes, Carey W Hayes","Patrick Wilson, Vera Farmiga, Ron Livingston","Supernatural Horror, Suspense Mystery, Horror, Mystery, Thriller",United States,"North Carolina, USA","New Line Cinema, The Safran Company, Evergreen Media Group","English, Latin",0,22,0
tt1980209,Pain & Gain,https://www.imdb.com/title/tt1980209,2013,2h 9m,R,6.4,234000,26000000,87305549,49875291,20244505,Michael Bay,"Christopher Markus, Stephen McFeely, Pete Collins","Mark Wahlberg, Dwayne Johnson, Anthony Mackie","Caper, True Crime, Action, Biography, Comedy, Crime, Drama, Mystery",United States,"Miami, Florida, USA","Paramount Pictures, De Line Pictures, Phoenix International",English,0,0,0
tt1411250,Riddick,https://www.imdb.com/title/tt1411250,2013,1h 59m,R,6.4,181000,38000000,98337295,42025135,19030375,David Twohy,"David Twohy, Jim Wheat, Ken Wheat","Vin Diesel, Karl Urban, Katee Sackhoff","Action, Adventure, SciFi, Thriller","Canada, United States","Montral, Qubec, Canada","Riddick Canada Productions, One Race Productions, Radar Pictures",English,0,0,0
tt2387433,Dark Skies,https://www.imdb.com/title/tt2387433,2013,1h 37m,PG-13,6.3,82000,,,,,,,,,,,,,0,0,0
tt1699755,Peeples,https://www.imdb.com/title/tt1699755,2013,1h 35m,PG-13,5.4,52000,,,,,,,,,,,,,0,0,0
tt2350496,The Lunchbox,https://www.imdb.com/title/tt2350496,2013,1h 44m,PG,7.8,63000,,,,,,,,,,,,,0,0,0
tt2425486,Gloria,https://www.imdb.com/title/tt2425486,2013,1h 50m,R,6.9,96000,,6461559,2107925,56454,Sebastin Lelio,"Sebastin Lelio, Gonzalo Maza","Paulina Garca, Sergio Hernndez, Diego Fontecilla","Psychological Drama, Steamy Romance, Comedy, Drama, Romance","Chile, Spain","Santiago, Chile","Fabula, Nephilim Producciones, Forastero","Spanish, English",0,19,0
tt1385956,Particle Fever,https://www.imdb.com/title/tt1385956,2013,1h 39m,Not Rated,7.4,76000,,869838,869838,53901,Mark Levinson,,"David Kaplan, Fabiola Gianotti, Sherwood Boehlert","Science  Technology Documentary, Documentary",United States,"Geneva, Canton de Genve, Switzerland","Particle Fever, Anthos Media",English,0,4,0
tt2322482,If You Build It,https://www.imdb.com/title/tt2322482,2013,1h 25m,Not Rated,7.2,215,,43393,43393,4949,Patrick Creadon,,"Erick Bowen, Rodecoe Dunlow, Kerron Hayes",Documentary,United States,"Windsor, North Carolina, USA",OMalley Creadon Productions,English,0,0,0
tt2313896,Beneath the Harvest Sky,https://www.imdb.com/title/tt2313896,2013,1h 56m,Not Rated,6.1,11000,,34768,34768,16768,"Aron Gaudet, Gita Pullapilly","Aron Gaudet, Gita Pullapilly","Emory Cohen, Callan McAuliffe, Kymberli Bryant","Crime, Drama, Romance",United States,"Van Buren, Maine, USA",Sunny Side Up Films,English,0,0,0
