id,title,link,year,duration,rating_mpa,rating_imdb,vote,budget,gross_world_wide,gross_us_canada,gross_opening_weekend,director,writer,star,genre,country_origin,filming_location,production_company,language,win,nomination,oscar
tt10767052,Next Goal Wins,https://www.imdb.com/title/tt10767052,2023,1h 44m,PG-13,6.5,28000,14000000,18648802,6713826,2500295,Taika Waititi,"Taika Waititi, Iain Morris","Michael Fassbender, Oscar Kightley, Kaimana","Football, Soccer, Comedy, Drama, Sport","United Kingdom, United States, New Zealand","Honolulu, Hawaii, USA","Archers Mark, Imaginarium Productions, Piki Films","English, Samoan, French, Swahili",0,0,0
tt10365998,Infinity Pool,https://www.imdb.com/title/tt10365998,2023,1h 57m,R,6,64000,,5202301,5078400,2514364,Brandon Cronenberg,Brandon Cronenberg,"Alexander Skarsgrd, Mia Goth, Cleopatra Coleman","Body Horror, Psychological Drama, Psychological Horror, Crime, Horror, Mystery, SciFi, Thriller","Canada, Croatia, Hungary, United States, France","Sibenik, Croatia","Film Forge, Hero Squared, 4 Film",English,0,31,0
tt27002406,Come Out in Jesus Name,https://www.imdb.com/title/tt27002406,2023,1h 30m,,5.1,29000,,2500574,2500574,,"Ed Lamberg, Tim Romero","Greg Locke, Wayne Caparas, Tim Romero","Greg Locke, Alexander Pagani, Isaiah Saldivar",Documentary,United States,,Locke Media,English,0,0,0
tt22890246,How to Have Sex,https://www.imdb.com/title/tt22890246,2023,1h 31m,Not Rated,6.5,19000,,1221661,167725,48596,Molly Manning Walker,Molly Manning Walker,"Anna Antoniades, Mia McKennaBruce, Lara Peake","ComingofAge, Teen Drama, Drama","United Kingdom, Greece, France, Belgium","Malia, Crete, Greece","MUBI, Film4, British Film Institute BFI",English,0,32,3
tt28490873,Ryuichi Sakamoto: Opus,https://www.imdb.com/title/tt28490873,2023,1h 43m,,8.1,763,,657567,86554,11293,Neo Sora,,Ryuichi Sakamoto,"Music Documentary, Documentary, Music",Japan,"Studio 509, NHK Broadcasting Center, Shibuya, Tokyo, Japan","Bitters End, KAB America, Kinetic Art  Business America",Japanese,0,0,0
tt27715185,Solo,https://www.imdb.com/title/tt27715185,2023,1h 41m,,7.1,465,,13369,13369,1503,Sophie Dupuis,Sophie Dupuis,"Thodore Pellerin, Flix Maritaud, Vlad Alexis","Drama, Romance",Canada,"Montreal, Quebec, Canada",Bravo Charlie,French,0,19,0
tt11154884,Kings of L.A.,https://www.imdb.com/title/tt11154884,2023,2h,,6.9,51,,5880,5880,5010,Van Elder,Van Elder,"Paula Jai Parker, Michael Par, Alimi Ballard","Action, Comedy, Crime, Drama",United States,"South Central Los Angeles, California, USA",Bullz Eye Productions,,0,0,0
tt14462452,Deliver Us,https://www.imdb.com/title/tt14462452,2023,1h 43m,Unrated,4.8,24000,,375977,4883,3255,"Cru Ennis, Lee Roy Kunz","Lee Roy Kunz, Kane Kunz","Jelena Rajapu, Anil Kapur, Ktlin Hallik",Horror,"United States, Estonia",,Worlds Fair Pictures,"English, Russian, Estonian",0,0,0
tt1019452,A Serious Man,https://www.imdb.com/title/tt1019452,2009,1h 46m,R,7,153000,7000000,31431652,9228768,251337,"Ethan Coen, Joel Coen","Joel Coen, Ethan Coen","Michael Stuhlbarg, Richard Kind, Sari Lennick","Dark Comedy, Period Drama, Psychological Drama, Quirky Comedy, Tragedy, Comedy, Drama","United Kingdom, France, United States",Czech Republic,"Focus Features, StudioCanal, Relativity Media","English, Yiddish, Hebrew",0,80,2
tt1343097,The Girl Who Kicked the Hornet's Nest,https://www.imdb.com/title/tt1343097,2009,2h 27m,R,7.3,75000,4000000,44276335,5190196,881737,Daniel Alfredson,"Jonas Frykberg, Stieg Larsson, Ulf Ryberg","Michael Nyqvist, Noomi Rapace, Lena Endre","Crime, Drama, Mystery, Thriller","Sweden, Denmark, Germany","Stockholm, Stockholms ln, Sweden","Film i Vst, Nordisk Film, Spiltan Underhllning",Swedish,0,3,0
tt1226236,I Am Love,https://www.imdb.com/title/tt1226236,2009,2h,R,7,25000,3600000,12753894,5005465,121504,Luca Guadagnino,"Barbara Alberti, Ivan Cotroneo, Walter Fasano","Tilda Swinton, Flavio Parenti, Edoardo Gabbriellini","Drama, Romance",Italy,"Villa Necchi Campiglio, Milan, Lombardia, Italy","First Sun, Mikado Film, Rai Cinema","Italian, Russian, English",0,47,1
tt1188983,Inspector Bellamy,https://www.imdb.com/title/tt1188983,2009,1h 50m,Not Rated,5.9,23000,,3699770,107612,20635,Claude Chabrol,"Odile Barski, Claude Chabrol","Grard Depardieu, Clovis Cornillac, Jacques Gamblin","Crime, Drama, Thriller",France,"Arnes, Boulevard des Arnes, Nmes, Gard, France","Aliclo, France 2 Cinma, DD Productions",French,0,0,0
tt1343110,Speed-Dating,https://www.imdb.com/title/tt1343110,2009,1h 38m,R,2.8,412,,5240,5240,3394,Joseph A Elmore Jr,Joseph A Elmore Jr,"Wesley Jonathan, Chico Benymon, Leonard Robinson","Comedy, Romance, Thriller","United States, Australia","Los Angeles, California, USA","Eizzil Entertainment, Rockstone Releasing, Society FilmWorks","English, Spanish",0,0,0
tt1318022,Altiplano,https://www.imdb.com/title/tt1318022,2009,1h 49m,Not Rated,6.9,764,,157796,2961,1269,"Peter Brosens, Jessica Woodworth","Peter Brosens, Jessica Woodworth","Magaly Solier, Jasmin Tabatabai, Olivier Gourmet",Drama,"Belgium, Germany, Netherlands, France","Abbaye, VillersleVille, Brabant Wallon, Belgium","MaJaDe Filmproduktion, Bo Films, CFWB","Spanish, Quechua, French, English, Persian",0,10,0
tt1337139,45365,https://www.imdb.com/title/tt1337139,2009,1h 30m,,7.2,303,,853,853,107,"Bill Ross IV, Turner Ross",,,Documentary,United States,"Sidney, Ohio, USA",The Ross Bros,English,0,5,0
tt1194238,Polytechnique,https://www.imdb.com/title/tt1194238,2009,1h 17m,Not Rated,7.2,20000,,,,,Denis Villeneuve,"Jacques Davidts, Denis Villeneuve, Eric Leca","Maxim Gaudette, Sbastien Huberdeau, Karine Vanasse","Crime, Drama, History",Canada,"Collge Ahuntsic, Montral, Qubec, Canada","Remstar Media Partners, Remstar Productions, Don Carmody Productions","French, English",0,9,0
tt0083133,Student Bodies,https://www.imdb.com/title/tt0083133,1981,1h 26m,R,5.4,56000,,5165432,5165432,1582148,"Mickey Rose, Michael Ritchie",Mickey Rose,"Kristen Riter, Matthew Goldsby, Jerry Belson","Dark Comedy, Parody, Slapstick, Teen Horror, Comedy, Horror, Mystery",United States,"Houston, Texas, USA","Allen Smithee Classic Films, Paramount Pictures, Universal Southwest Cinema",English,0,0,0
tt0084894,The Weavers: Wasn't That a Time,https://www.imdb.com/title/tt0084894,1981,1h 18m,PG,8.3,226,,524203,524203,,Jim Brown,Lee Hays,"Lee Hays, Pete Seeger, Ronnie Gilbert","Documentary, Music",United States,"New York City, New York, USA",United Artists,English,0,0,1
tt0082606,Kelly,https://www.imdb.com/title/tt0082606,1981,1h 34m,,6.4,63,3000000,469777,469777,,Christopher Chapman,Robert Logan,"Robert Logan, TwylaDawn Vokins, George Clutesi","Adventure, Drama, Family",Canada,"Calgary, Alberta, Canada","Canadian Film Development Corporation CFDC, Famous Players Film Corporation",English,0,0,0
tt0262792,Stations of the Elevated,https://www.imdb.com/title/tt0262792,1981,46m,,7.1,218,,28516,28516,9423,Manfred Kirchheimer,,,Documentary,United States,,Streetwise Films,,0,0,0
tt0082968,Treasure of the Yankee Zephyr,https://www.imdb.com/title/tt0082968,1981,1h 31m,PG,5.6,12000,6000000,,,,David Hemmings,Everett De Roche,"Ken Wahl, Lesley Ann Warren, Donald Pleasence","Action, Adventure, Drama","Australia, New Zealand, United States, United Kingdom","Queenstown, Otago, New Zealand","Hemdale, Pact Productions, Fay, Richwite",English,0,0,0
tt0084010,Goin' All the Way!,https://www.imdb.com/title/tt0084010,1981,1h 25m,R,4.2,420,,,3500000,,Robert Freeman,"Roger Stone, Jack Cooper","Adam Lightplay, Gina Calabrese, Alan Shubin",Comedy,United States,"Whittier, California, USA",Saturn International Pictures,English,0,0,0
tt0154749,Kudrat,https://www.imdb.com/title/tt0154749,1981,2h 44m,,7.1,421,,,,,Chetan Anand,Chetan Anand,"Rajesh Khanna, Raaj Kumar, Hema Malini","Drama, Mystery, Romance, Thriller",India,"Filmistan Studios, Mumbai, Maharashtra, India",Trishakti Productions,Hindi,0,0,0
tt0234141,Love Story,https://www.imdb.com/title/tt0234141,1981,2h 41m,,6.5,446,,,,,"Rajendra Kumar Tuli, Rahul Rawail",HM Mirza,"Kumar Gaurav, Vijayata Pandit, Danny Denzongpa","Drama, Musical, Romance, Thriller",India,,,Hindi,0,2,0
tt0934959,Wolf,https://www.imdb.com/title/tt0934959,1981,1h 31m,,5,149,,,,,Sisworo Gautama Putra,,"Lydia Kandou, Rudy Salam, Barry Prima","Slasher Horror, Action, Horror, Thriller",Indonesia,,Rapi Films,Indonesian,0,0,0
tt2488496,Star Wars: Episode VII - The Force Awakens,https://www.imdb.com/title/tt2488496,2015,2h 18m,PG-13,7.8,990000,245000000,2071310218,936662225,247966675,JJ Abrams,"Lawrence Kasdan, JJ Abrams, Michael Arndt","Daisy Ridley, John Boyega, Oscar Isaac","Action Epic, Adventure Epic, Globetrotting Adventure, Quest, SciFi Epic, Space SciFi, Action, Adventure, SciFi","United States, United Kingdom","Skellig Michael, County Kerry, Ireland","Lucasfilm, Bad Robot",English,0,140,5
tt1674771,Entourage,https://www.imdb.com/title/tt1674771,2015,1h 44m,R,6.5,84000,30000000,49263404,32363404,10283250,Doug Ellin,"Doug Ellin, Rob Weiss","Adrian Grenier, Kevin Connolly, Jerry Ferrara","Dark Comedy, Showbiz Drama, Comedy, Drama",United States,"Little Next Door Cafe, Los Angeles, California, USA","Warner Bros, Home Box Office HBO, RatPac Entertainment",English,0,0,0
tt2461150,Masterminds,https://www.imdb.com/title/tt2461150,2015,1h 35m,PG-13,5.8,62000,25000000,29674699,17368022,6541205,Jared Hess,"Chris Bowman, Hubbel Palmer, Emily Spivey","Zach Galifianakis, Owen Wilson, Kristen Wiig","Caper, Dark Comedy, True Crime, Biography, Comedy, Crime",United States,"Asheville, North Carolina, USA","Broadway Video, Michaels Goldwyn, Relativity Media","English, Spanish",0,0,0
tt3766394,"Hello, My Name Is Doris",https://www.imdb.com/title/tt3766394,2015,1h 30m,R,6.6,23000,1000000,14659448,14444999,84986,Michael Showalter,"Laura Terruso, Michael Showalter","Sally Field, Max Greenfield, Tyne Daly","Satire, Comedy, Drama, Romance",United States,"Los Angeles, California, USA","Red Crown Productions, Haven Entertainment, Frame Switch",English,0,11,0
tt4594834,Chi-Raq,https://www.imdb.com/title/tt4594834,2015,2h 7m,R,5.9,11000,,2719699,2653032,1198453,Spike Lee,"Kevin Willmott, Spike Lee, Aristophanes","Nick Cannon, Teyonah Parris, Wesley Snipes","Dark Comedy, Satire, Comedy, Crime, Drama, Musical",United States,"Double Door  1572 N Milwaukee Avenue, West Town, Chicago, Illinois, USA","40 Acres  A Mule Filmworks, Amazon Studios",English,0,14,0
tt4701702,Mr. Six,https://www.imdb.com/title/tt4701702,2015,2h 14m,PG-13,6.9,44000,,139191345,1415450,332117,Guan Hu,"Runnian Dong, Guan Hu","Xiaogang Feng, Hanyu Zhang, Qing Xu","Suspense Mystery, Action, Crime, Drama, Mystery, Thriller",China,"Beijing, China","Beijing Diqi Yinxiang Entertainment, Beijing Yixiang Tiankai Media, Haining Wenjiu Entertainment","Chinese, Mandarin",0,44,0
tt3451720,Francofonia,https://www.imdb.com/title/tt3451720,2015,1h 28m,Not Rated,6.6,3000,,1008154,307040,22083,Aleksandr Sokurov,Aleksandr Sokurov,"LouisDo de Lencquesaing, Benjamin Utzerath, Vincent Nemeth","Drama, History","France, Germany, Netherlands","Rue de lEchaud, Paris 6, Paris, France","Idale Audience, Zero One Film, N279 Entertainment","Russian, French, German, English",0,7,0
tt2097331,The Family Fang,https://www.imdb.com/title/tt2097331,2015,1h 45m,R,6.1,10000,,649555,262921,14506,Jason Bateman,"Kevin Wilson, David LindsayAbaire","Jason Bateman, Nicole Kidman, Kathryn Hahn","Dark Comedy, Comedy, Drama, Mystery","United States, Austria","New York City, New York, USA","Aggregate Films, Red Crown Productions, Blossom Films",English,0,0,0
tt3689910,Miss Hokusai,https://www.imdb.com/title/tt3689910,2015,1h 33m,PG-13,6.7,36000,,377702,222670,24524,"Keiichi Hara, Stephanie Sheh, Michael Sinterniklaas","Hinako Sugiura, Miho Maruo, Stephanie Sheh","Yutaka Matsushige, Anne Watanabe, Erica Lindbeck","Adult Animation, Anime, Animation, Biography, Drama, History",Japan,,"Sarusuberi Production Committee, AsatsuDK, Bandai Visual Company",Japanese,0,7,0
tt2402101,Dark Places,https://www.imdb.com/title/tt2402101,2015,1h 53m,R,6.2,49000,20000000,5090852,208588,,Gilles PaquetBrenner,"Gilles PaquetBrenner, Gillian Flynn","Charlize Theron, Nicholas Hoult, Christina Hendricks","Crime, Drama, Mystery, Thriller","United States, United Kingdom, France","Shreveport, Louisiana, USA","Exclusive Media Group, Mandalay Vision, Cuatro Plus Films",English,0,0,0
tt3781762,1915,https://www.imdb.com/title/tt3781762,2015,1h 22m,,3.6,51000,,111682,111682,30448,"Garin Hovannisian, Alec Mouhibian","Garin Hovannisian, Alec Mouhibian","Simon Abkarian, Angela Sarafyan, Sam Page",Drama,United States,"Broadway Theater District, South Broadway, Downtown, Los Angeles, California, USA","Avalanche Entertainment, Strongman",English,0,0,0
tt4449576,Tomorrow,https://www.imdb.com/title/tt4449576,2015,1h 58m,G,7.9,36000,,11291395,62510,1480,"Cyril Dion, Mlanie Laurent",Cyril Dion,"Anthony Barnosky, Olivier De Schutter, Cyril Dion","Nature Documentary, Documentary",France,France,"Move Movie, Mars Films, Mely Productions","English, French, Finnish",0,0,0
tt3843282,Twenty Two,https://www.imdb.com/title/tt3843282,2015,1h 52m,,7.4,619,3800000,26289378,46796,22222,Ke Guo,"Ke Guo, Shuiqing Jing, Yanjie Li",,"Crime, Documentary, History, War",China,,,"Mandarin, Chinese",0,4,0
tt9844522,Escape Room: Tournament of Champions,https://www.imdb.com/title/tt9844522,2021,1h 28m,PG-13,5.7,63000,15000000,65774490,25314753,8801391,Adam Robitel,"Will Honley, Maria Melnik, Daniel Tuch","Taylor Russell, Logan Miller, Deborah Ann Woll","Psychological Horror, Psychological Thriller, Suspense Mystery, Action, Adventure, Horror, Mystery, SciFi, Thriller","United States, South Africa, Hungary, Canada","Cape Town Film Studios, Cape Town, Western Cape, South Africa","Columbia Pictures, Original Film, Shaken Not Stirred","English, Ukrainian",0,0,0
tt8482584,12 Mighty Orphans,https://www.imdb.com/title/tt8482584,2021,1h 58m,PG-13,6.9,94000,,3713294,3689637,251569,Ty Roberts,"Jim Dent, Ty Roberts, Lane Garrison","Luke Wilson, Vinessa Shaw, Wayne Knight","Football, History, Sport",United States,"Fort Worth, Texas, USA","Santa Rita Film Co, Greenbelt Films, Michael De Luca Productions",English,0,0,0
tt9098872,The Rescue,https://www.imdb.com/title/tt9098872,2021,1h 47m,PG,8.3,22000,,1060556,1060556,65591,"Jimmy Chin, Elizabeth Chai Vasarhelyi",,"Bancha Duriyapunt, Apakorn Youkongkaew, Anan Surawan","Action, Documentary, Mystery, Thriller","United Kingdom, United States",Thailand,"National Geographic Documentary Films, Ventureland, Storyteller Productions","Thai, English",0,39,1
tt8430054,Flee,https://www.imdb.com/title/tt8430054,2021,1h 29m,PG-13,7.9,20000,3400000,711676,339754,24794,Jonas Poher Rasmussen,"Jonas Poher Rasmussen, Amin Nawabi","Daniel Karimyar, Fardin Mijdzadeh, Milad Eskandari","Animation, Biography, Documentary, Drama","Denmark, France, Norway, Sweden, Netherlands, United Kingdom, United States, Finland, Italy, Spain, Estonia, Slovenia, Belgium",,"Final Cut for Real, Sun Creature Studio, Vivement Lundi","Spanish, Danish, English, Dari, Russian, Swedish",0,152,3
tt15800448,Ends of the Earth,https://www.imdb.com/title/tt15800448,2021,1h 24m,,9.2,18,250000,286356,286356,,Gregory Smith,Chris Burgess,"Mark Jobe, David Platt",Documentary,United States,,Change Media,English,0,0,0
tt6910282,Bergman Island,https://www.imdb.com/title/tt6910282,2021,1h 52m,R,6.6,11000,6000000,1005843,145191,55964,Mia HansenLve,Mia HansenLve,"Vicky Krieps, Tim Roth, Mia Wasikowska","Comedy, Drama, Romance","France, Belgium, Germany, Sweden, Mexico, Brazil, United Kingdom, United States","Fr, Gotlands ln, Sweden","CG Cinma, Neue Bioskop Film, Scope Pictures","English, Swedish, French",0,0,0
tt12494638,Ahed's Knee,https://www.imdb.com/title/tt12494638,2021,1h 49m,,6.3,15000,1450000,228833,52702,5989,Nadav Lapid,"Haim Lapid, Nadav Lapid","Avshalom Pollak, Nur Fibak, Oded Azulay","Drama, Music","France, Germany, Israel","Arabah Desert, Israel","Les Films du Bal, Komplizen Film, Pie Films","Hebrew, French, German",0,12,0
tt9097740,Life & Life,https://www.imdb.com/title/tt9097740,2021,1h 21m,,,,,22932,22932,12522,NC Heikin,,"Margaret Austin, Reginald Austin, Greg Dixon",Documentary,"France, United States",,,English,0,0,0
tt11166554,Average Joe,https://www.imdb.com/title/tt11166554,2021,1h 27m,Not Rated,2.8,150,,9176,9176,2825,Mark Cantu,Mark Cantu,"Camden Toy, Jason Sedillo, Caitlin Rose Williams","Superhero, Action, Comedy",,"Texas, USA","Indican Pictures, Live Wire Films",English,0,0,0
tt12734478,Blood Brothers: Civil War,https://www.imdb.com/title/tt12734478,2021,1h 51m,,5.1,103,,5191,5191,1606,Jay Craven,Jay Craven,"Christopher James Baker, Jacqueline Bisset, Gordon Clapp",Mystery,United States,,Kingdom County Productions,English,0,0,0
tt6499392,Landfill,https://www.imdb.com/title/tt6499392,2021,1h 56m,,3.9,136,,3020,3020,1125,Yesser Laham,Yesser Laham,"Linda Blair, Christine Elise, Colton Little","Crime, Family, Fantasy, Thriller",United States,"Inglewood Park Cemetery, 720 Florence Avenue, Inglewood, California, USA","Starring Entertainment, YL Productions",English,0,4,0
tt12680684,The Hand of God,https://www.imdb.com/title/tt12680684,2021,2h 10m,R,7.3,51000,13049974,167909,,,Paolo Sorrentino,Paolo Sorrentino,"Filippo Scotti, Toni Servillo, Teresa Saponangelo",Drama,"Italy, United States","Naples, Campania, Italy","The Apartment, Netflix, Regione Campania","Italian, Neapolitan",0,66,1
tt0063693,Three in the Attic,https://www.imdb.com/title/tt0063693,1968,1h 30m,R,5.4,553,,,,,Richard Wilson,Stephen Yafa,"Christopher Jones, Judy Pace, Yvette Mimieux","Dark Comedy, Comedy, Drama",United States,"UNC Computation Center, Phillips Hall, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA",American International Pictures AIP,English,0,0,0
tt0063389,"The One and Only, Genuine, Original Family Band",https://www.imdb.com/title/tt0063389,1968,1h 50m,G,6.3,11000,4000000,,,,Michael OHerlihy,"Lowell S Hawley, Laura Bower Van Nuys","Walter Brennan, Buddy Ebsen, Lesley Ann Warren","Comedy, Drama, Family, Musical, Western",United States,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",Walt Disney Productions,English,0,0,0
tt0063376,Oedipus the King,https://www.imdb.com/title/tt0063376,1968,1h 37m,G,6.3,372,,,,,Philip Saville,"Michael Luke, Paul Roche, Philip Saville","Christopher Plummer, Lilli Palmer, Richard Johnson","Drama, History",United Kingdom,"The ancient amphitheatre of Dodoni, Epirus, Greece","Crossroads World Film Services, Universal Pictures",English,0,0,0
tt0063255,Mad Doctor of Blood Island,https://www.imdb.com/title/tt0063255,1968,1h 29m,M/PG,4.6,957,125000,,,,"Gerardo de Leon, Eddie Romero",Reuben Canoy,"John Ashley, Angelique Pettyjohn, Ronald Remy","Adventure, Horror, SciFi",Philippines,Philippines,Hemisphere Pictures,English,0,0,0
tt0062461,Gates to Paradise,https://www.imdb.com/title/tt0062461,1968,1h 29m,,6.1,245,,,,,Andrzej Wajda,"Jerzy Andrzejewski, Donald Howarth","Lionel Stander, Ferdy Mayne, Pauline Challoner",Drama,"United Kingdom, Yugoslavia","Centralni Filmski Studio Kosutnjak, Belgrade, Serbia","Jointex Films, Avala Film",English,0,0,0
tt0063621,Sol Madrid,https://www.imdb.com/title/tt0063621,1968,1h 30m,Approved,5.6,417,,,,,Brian G Hutton,"David Karp, Robert Wilder","David McCallum, Stella Stevens, Telly Savalas","Action, Crime",United States,"Acapulco, Guerrero, Mexico","Hall Bartlett Productions, GershwinKastner Productions","English, Spanish",0,0,0
